state,game,year,status,reason,returncode,command,stdout_tail,stderr_tail
GA,pick3,2021,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state GA --game pick3 --start 2021-01-01 --end 2021-12-31 --source lottery.net,"Initializing database...

Ingest: state=GA game=pick3 source=lottery.net 2021-01-01..2021-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  1095
  Observations written: 1095
  Reconcile — accepted:         0
  Reconcile — duplicate:        1095
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 18:45:09 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick3/night  2021/04  [cash-3-night]
2026-04-12 18:45:09 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2021/05
2026-04-12 18:45:09 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick3/night  2021/05  [cash-3-night]
2026-04-12 18:45:09 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2021/06
2026-04-12 18:45:09 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick3/night  2021/06  [cash-3-night]
2026-04-12 18:45:09 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2021/07
2026-04-12 18:45:09 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick3/night  2021/07  [cash-3-night]
2026-04-12 18:45:09 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2021/08
2026-04-12 18:45:09 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick3/night  2021/08  [cash-3-night]
2026-04-12 18:45:09 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2021/09
2026-04-12 18:45:09 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick3/night  2021/09  [cash-3-night]
2026-04-12 18:45:09 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2021/10
2026-04-12 18:45:09 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick3/night  2021/10  [cash-3-night]
2026-04-12 18:45:09 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2021/11
2026-04-12 18:45:09 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick3/night  2021/11  [cash-3-night]
2026-04-12 18:45:09 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2021/12
2026-04-12 18:45:09 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick3/night  2021/12  [cash-3-night]
2026-04-12 18:45:09 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 18:45:09 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 0, 'duplicate': 1095, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 18:45:09 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 1095, 'observations_written': 1095, 'reconcile_stats': {'accepted': 0, 'duplicate': 1095, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
GA,pick4,2021,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state GA --game pick4 --start 2021-01-01 --end 2021-12-31 --source lottery.net,"Initializing database...

Ingest: state=GA game=pick4 source=lottery.net 2021-01-01..2021-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  1095
  Observations written: 1095
  Reconcile — accepted:         0
  Reconcile — duplicate:        1095
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 18:45:14 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick4/night  2021/04  [cash-4-night]
2026-04-12 18:45:14 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2021/05
2026-04-12 18:45:14 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick4/night  2021/05  [cash-4-night]
2026-04-12 18:45:14 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2021/06
2026-04-12 18:45:14 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick4/night  2021/06  [cash-4-night]
2026-04-12 18:45:14 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2021/07
2026-04-12 18:45:14 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick4/night  2021/07  [cash-4-night]
2026-04-12 18:45:14 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2021/08
2026-04-12 18:45:14 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick4/night  2021/08  [cash-4-night]
2026-04-12 18:45:14 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2021/09
2026-04-12 18:45:14 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick4/night  2021/09  [cash-4-night]
2026-04-12 18:45:14 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2021/10
2026-04-12 18:45:14 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick4/night  2021/10  [cash-4-night]
2026-04-12 18:45:14 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2021/11
2026-04-12 18:45:14 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick4/night  2021/11  [cash-4-night]
2026-04-12 18:45:14 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2021/12
2026-04-12 18:45:14 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick4/night  2021/12  [cash-4-night]
2026-04-12 18:45:14 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 18:45:14 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 0, 'duplicate': 1095, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 18:45:14 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 1095, 'observations_written': 1095, 'reconcile_stats': {'accepted': 0, 'duplicate': 1095, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
TX,pick3,2021,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state TX --game pick3 --start 2021-01-01 --end 2021-12-31 --source lottery.net,"Initializing database...

Ingest: state=TX game=pick3 source=lottery.net 2021-01-01..2021-12-31

--- Ingest Summary ---
  Tasks run:            4
  Raw results fetched:  1252
  Observations written: 1252
  Reconcile — accepted:         0
  Reconcile — duplicate:        1252
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 18:45:19 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick3/night  2021/04  [pick-3-night]
2026-04-12 18:45:19 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2021/05
2026-04-12 18:45:19 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick3/night  2021/05  [pick-3-night]
2026-04-12 18:45:19 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2021/06
2026-04-12 18:45:19 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick3/night  2021/06  [pick-3-night]
2026-04-12 18:45:19 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2021/07
2026-04-12 18:45:19 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick3/night  2021/07  [pick-3-night]
2026-04-12 18:45:19 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2021/08
2026-04-12 18:45:19 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick3/night  2021/08  [pick-3-night]
2026-04-12 18:45:19 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2021/09
2026-04-12 18:45:19 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick3/night  2021/09  [pick-3-night]
2026-04-12 18:45:19 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2021/10
2026-04-12 18:45:19 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick3/night  2021/10  [pick-3-night]
2026-04-12 18:45:19 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2021/11
2026-04-12 18:45:19 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick3/night  2021/11  [pick-3-night]
2026-04-12 18:45:19 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2021/12
2026-04-12 18:45:19 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick3/night  2021/12  [pick-3-night]
2026-04-12 18:45:19 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 18:45:19 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 0, 'duplicate': 1252, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 18:45:19 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 4, 'raw_results': 1252, 'observations_written': 1252, 'reconcile_stats': {'accepted': 0, 'duplicate': 1252, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
TX,pick4,2021,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state TX --game pick4 --start 2021-01-01 --end 2021-12-31 --source lottery.net,"Initializing database...

Ingest: state=TX game=pick4 source=lottery.net 2021-01-01..2021-12-31

--- Ingest Summary ---
  Tasks run:            4
  Raw results fetched:  1252
  Observations written: 1252
  Reconcile — accepted:         0
  Reconcile — duplicate:        1252
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 18:45:25 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick4/night  2021/04  [daily-4-night]
2026-04-12 18:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2021/05
2026-04-12 18:45:25 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick4/night  2021/05  [daily-4-night]
2026-04-12 18:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2021/06
2026-04-12 18:45:25 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick4/night  2021/06  [daily-4-night]
2026-04-12 18:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2021/07
2026-04-12 18:45:25 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick4/night  2021/07  [daily-4-night]
2026-04-12 18:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2021/08
2026-04-12 18:45:25 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick4/night  2021/08  [daily-4-night]
2026-04-12 18:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2021/09
2026-04-12 18:45:25 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick4/night  2021/09  [daily-4-night]
2026-04-12 18:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2021/10
2026-04-12 18:45:25 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick4/night  2021/10  [daily-4-night]
2026-04-12 18:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2021/11
2026-04-12 18:45:25 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick4/night  2021/11  [daily-4-night]
2026-04-12 18:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2021/12
2026-04-12 18:45:25 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick4/night  2021/12  [daily-4-night]
2026-04-12 18:45:25 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 18:45:25 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 0, 'duplicate': 1252, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 18:45:25 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 4, 'raw_results': 1252, 'observations_written': 1252, 'reconcile_stats': {'accepted': 0, 'duplicate': 1252, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
OR,pick3,2021,skipped,unsupported_state_game_combo,0,preset-skip,,
OR,pick4,2021,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state OR --game pick4 --start 2021-01-01 --end 2021-12-31 --source lottery.net,"Initializing database...

Ingest: state=OR game=pick4 source=lottery.net 2021-01-01..2021-12-31

--- Ingest Summary ---
  Tasks run:            4
  Raw results fetched:  1460
  Observations written: 1460
  Reconcile — accepted:         0
  Reconcile — duplicate:        1460
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 18:45:30 INFO     sources.lottery_net:   lottery.net: 30 rows  OR/pick4/night  2021/04  [pick-4-10pm]
2026-04-12 18:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2021/05
2026-04-12 18:45:30 INFO     sources.lottery_net:   lottery.net: 31 rows  OR/pick4/night  2021/05  [pick-4-10pm]
2026-04-12 18:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2021/06
2026-04-12 18:45:30 INFO     sources.lottery_net:   lottery.net: 30 rows  OR/pick4/night  2021/06  [pick-4-10pm]
2026-04-12 18:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2021/07
2026-04-12 18:45:30 INFO     sources.lottery_net:   lottery.net: 31 rows  OR/pick4/night  2021/07  [pick-4-10pm]
2026-04-12 18:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2021/08
2026-04-12 18:45:30 INFO     sources.lottery_net:   lottery.net: 31 rows  OR/pick4/night  2021/08  [pick-4-10pm]
2026-04-12 18:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2021/09
2026-04-12 18:45:30 INFO     sources.lottery_net:   lottery.net: 30 rows  OR/pick4/night  2021/09  [pick-4-10pm]
2026-04-12 18:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2021/10
2026-04-12 18:45:30 INFO     sources.lottery_net:   lottery.net: 31 rows  OR/pick4/night  2021/10  [pick-4-10pm]
2026-04-12 18:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2021/11
2026-04-12 18:45:30 INFO     sources.lottery_net:   lottery.net: 30 rows  OR/pick4/night  2021/11  [pick-4-10pm]
2026-04-12 18:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2021/12
2026-04-12 18:45:30 INFO     sources.lottery_net:   lottery.net: 31 rows  OR/pick4/night  2021/12  [pick-4-10pm]
2026-04-12 18:45:30 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 18:45:30 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 0, 'duplicate': 1460, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 18:45:30 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 4, 'raw_results': 1460, 'observations_written': 1460, 'reconcile_stats': {'accepted': 0, 'duplicate': 1460, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
DC,pick3,2021,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state DC --game pick3 --start 2021-01-01 --end 2021-12-31 --source lottery.net,"Initializing database...

Ingest: state=DC game=pick3 source=lottery.net 2021-01-01..2021-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  730
  Observations written: 730
  Reconcile — accepted:         0
  Reconcile — duplicate:        730
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 18:45:34 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2021/04  [dc-3-night]
2026-04-12 18:45:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2021/05
2026-04-12 18:45:34 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2021/05  [dc-3-night]
2026-04-12 18:45:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2021/06
2026-04-12 18:45:34 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2021/06  [dc-3-night]
2026-04-12 18:45:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2021/07
2026-04-12 18:45:34 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2021/07  [dc-3-night]
2026-04-12 18:45:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2021/08
2026-04-12 18:45:34 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2021/08  [dc-3-night]
2026-04-12 18:45:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2021/09
2026-04-12 18:45:34 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2021/09  [dc-3-night]
2026-04-12 18:45:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2021/10
2026-04-12 18:45:34 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2021/10  [dc-3-night]
2026-04-12 18:45:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2021/11
2026-04-12 18:45:34 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2021/11  [dc-3-night]
2026-04-12 18:45:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2021/12
2026-04-12 18:45:34 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2021/12  [dc-3-night]
2026-04-12 18:45:34 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 18:45:34 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 0, 'duplicate': 730, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 18:45:34 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 730, 'observations_written': 730, 'reconcile_stats': {'accepted': 0, 'duplicate': 730, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
DC,pick4,2021,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state DC --game pick4 --start 2021-01-01 --end 2021-12-31 --source lottery.net,"Initializing database...

Ingest: state=DC game=pick4 source=lottery.net 2021-01-01..2021-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  730
  Observations written: 730
  Reconcile — accepted:         0
  Reconcile — duplicate:        730
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 18:45:38 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2021/04  [dc-4-night]
2026-04-12 18:45:38 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2021/05
2026-04-12 18:45:38 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2021/05  [dc-4-night]
2026-04-12 18:45:38 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2021/06
2026-04-12 18:45:38 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2021/06  [dc-4-night]
2026-04-12 18:45:38 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2021/07
2026-04-12 18:45:38 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2021/07  [dc-4-night]
2026-04-12 18:45:38 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2021/08
2026-04-12 18:45:38 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2021/08  [dc-4-night]
2026-04-12 18:45:38 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2021/09
2026-04-12 18:45:38 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2021/09  [dc-4-night]
2026-04-12 18:45:38 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2021/10
2026-04-12 18:45:38 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2021/10  [dc-4-night]
2026-04-12 18:45:38 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2021/11
2026-04-12 18:45:38 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2021/11  [dc-4-night]
2026-04-12 18:45:38 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2021/12
2026-04-12 18:45:38 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2021/12  [dc-4-night]
2026-04-12 18:45:38 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 18:45:38 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 0, 'duplicate': 730, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 18:45:38 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 730, 'observations_written': 730, 'reconcile_stats': {'accepted': 0, 'duplicate': 730, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
FL,pick3,2021,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state FL --game pick3 --start 2021-01-01 --end 2021-12-31 --source lottery.net,"Initializing database...

Ingest: state=FL game=pick3 source=lottery.net 2021-01-01..2021-12-31

--- Ingest Summary ---
  Tasks run:            2
  Raw results fetched:  730
  Observations written: 730
  Reconcile — accepted:         0
  Reconcile — duplicate:        730
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 18:45:41 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick3/midday  2021/04  [pick-3-midday]
2026-04-12 18:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2021/05
2026-04-12 18:45:41 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick3/midday  2021/05  [pick-3-midday]
2026-04-12 18:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2021/06
2026-04-12 18:45:41 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick3/midday  2021/06  [pick-3-midday]
2026-04-12 18:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2021/07
2026-04-12 18:45:41 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick3/midday  2021/07  [pick-3-midday]
2026-04-12 18:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2021/08
2026-04-12 18:45:41 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick3/midday  2021/08  [pick-3-midday]
2026-04-12 18:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2021/09
2026-04-12 18:45:41 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick3/midday  2021/09  [pick-3-midday]
2026-04-12 18:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2021/10
2026-04-12 18:45:41 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick3/midday  2021/10  [pick-3-midday]
2026-04-12 18:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2021/11
2026-04-12 18:45:41 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick3/midday  2021/11  [pick-3-midday]
2026-04-12 18:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2021/12
2026-04-12 18:45:41 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick3/midday  2021/12  [pick-3-midday]
2026-04-12 18:45:41 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 18:45:41 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 0, 'duplicate': 730, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 18:45:41 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 2, 'raw_results': 730, 'observations_written': 730, 'reconcile_stats': {'accepted': 0, 'duplicate': 730, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
FL,pick4,2021,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state FL --game pick4 --start 2021-01-01 --end 2021-12-31 --source lottery.net,"Initializing database...

Ingest: state=FL game=pick4 source=lottery.net 2021-01-01..2021-12-31

--- Ingest Summary ---
  Tasks run:            2
  Raw results fetched:  730
  Observations written: 730
  Reconcile — accepted:         0
  Reconcile — duplicate:        730
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 18:45:43 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick4/midday  2021/04  [pick-4-midday]
2026-04-12 18:45:43 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2021/05
2026-04-12 18:45:43 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick4/midday  2021/05  [pick-4-midday]
2026-04-12 18:45:43 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2021/06
2026-04-12 18:45:43 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick4/midday  2021/06  [pick-4-midday]
2026-04-12 18:45:43 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2021/07
2026-04-12 18:45:43 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick4/midday  2021/07  [pick-4-midday]
2026-04-12 18:45:43 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2021/08
2026-04-12 18:45:43 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick4/midday  2021/08  [pick-4-midday]
2026-04-12 18:45:43 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2021/09
2026-04-12 18:45:43 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick4/midday  2021/09  [pick-4-midday]
2026-04-12 18:45:43 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2021/10
2026-04-12 18:45:43 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick4/midday  2021/10  [pick-4-midday]
2026-04-12 18:45:43 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2021/11
2026-04-12 18:45:43 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick4/midday  2021/11  [pick-4-midday]
2026-04-12 18:45:43 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2021/12
2026-04-12 18:45:43 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick4/midday  2021/12  [pick-4-midday]
2026-04-12 18:45:43 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 18:45:44 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 0, 'duplicate': 730, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 18:45:44 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 2, 'raw_results': 730, 'observations_written': 730, 'reconcile_stats': {'accepted': 0, 'duplicate': 730, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
