state,game,year,status,reason,returncode,command,stdout_tail,stderr_tail
GA,pick3,2026,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state GA --game pick3 --start 2026-01-01 --end 2026-12-31 --source lottery.net,"Initializing database...

Ingest: state=GA game=pick3 source=lottery.net 2026-01-01..2026-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  304
  Observations written: 304
  Reconcile — accepted:         304
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:45:25 INFO     sources.lottery_net:   lottery.net: 11 rows  GA/pick3/night  2026/04  [cash-3-night]
2026-04-12 20:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2026/05
2026-04-12 20:45:25 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick3/night  2026/05  [cash-3-night]
2026-04-12 20:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2026/06
2026-04-12 20:45:25 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick3/night  2026/06  [cash-3-night]
2026-04-12 20:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2026/07
2026-04-12 20:45:25 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick3/night  2026/07  [cash-3-night]
2026-04-12 20:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2026/08
2026-04-12 20:45:25 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick3/night  2026/08  [cash-3-night]
2026-04-12 20:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2026/09
2026-04-12 20:45:25 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick3/night  2026/09  [cash-3-night]
2026-04-12 20:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2026/10
2026-04-12 20:45:25 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick3/night  2026/10  [cash-3-night]
2026-04-12 20:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2026/11
2026-04-12 20:45:25 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick3/night  2026/11  [cash-3-night]
2026-04-12 20:45:25 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2026/12
2026-04-12 20:45:25 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick3/night  2026/12  [cash-3-night]
2026-04-12 20:45:26 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:45:26 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 304, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:45:26 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 304, 'observations_written': 304, 'reconcile_stats': {'accepted': 304, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
GA,pick4,2026,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state GA --game pick4 --start 2026-01-01 --end 2026-12-31 --source lottery.net,"Initializing database...

Ingest: state=GA game=pick4 source=lottery.net 2026-01-01..2026-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  304
  Observations written: 304
  Reconcile — accepted:         304
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:45:30 INFO     sources.lottery_net:   lottery.net: 11 rows  GA/pick4/night  2026/04  [cash-4-night]
2026-04-12 20:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2026/05
2026-04-12 20:45:30 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick4/night  2026/05  [cash-4-night]
2026-04-12 20:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2026/06
2026-04-12 20:45:30 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick4/night  2026/06  [cash-4-night]
2026-04-12 20:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2026/07
2026-04-12 20:45:30 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick4/night  2026/07  [cash-4-night]
2026-04-12 20:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2026/08
2026-04-12 20:45:30 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick4/night  2026/08  [cash-4-night]
2026-04-12 20:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2026/09
2026-04-12 20:45:30 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick4/night  2026/09  [cash-4-night]
2026-04-12 20:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2026/10
2026-04-12 20:45:30 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick4/night  2026/10  [cash-4-night]
2026-04-12 20:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2026/11
2026-04-12 20:45:30 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick4/night  2026/11  [cash-4-night]
2026-04-12 20:45:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2026/12
2026-04-12 20:45:30 INFO     sources.lottery_net:   lottery.net: 0 rows  GA/pick4/night  2026/12  [cash-4-night]
2026-04-12 20:45:30 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:45:30 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 304, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:45:30 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 304, 'observations_written': 304, 'reconcile_stats': {'accepted': 304, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
TX,pick3,2026,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state TX --game pick3 --start 2026-01-01 --end 2026-12-31 --source lottery.net,"Initializing database...

Ingest: state=TX game=pick3 source=lottery.net 2026-01-01..2026-12-31

--- Ingest Summary ---
  Tasks run:            4
  Raw results fetched:  348
  Observations written: 348
  Reconcile — accepted:         348
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:45:35 INFO     sources.lottery_net:   lottery.net: 10 rows  TX/pick3/night  2026/04  [pick-3-night]
2026-04-12 20:45:35 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2026/05
2026-04-12 20:45:35 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick3/night  2026/05  [pick-3-night]
2026-04-12 20:45:35 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2026/06
2026-04-12 20:45:35 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick3/night  2026/06  [pick-3-night]
2026-04-12 20:45:35 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2026/07
2026-04-12 20:45:35 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick3/night  2026/07  [pick-3-night]
2026-04-12 20:45:35 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2026/08
2026-04-12 20:45:35 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick3/night  2026/08  [pick-3-night]
2026-04-12 20:45:35 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2026/09
2026-04-12 20:45:35 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick3/night  2026/09  [pick-3-night]
2026-04-12 20:45:35 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2026/10
2026-04-12 20:45:35 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick3/night  2026/10  [pick-3-night]
2026-04-12 20:45:35 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2026/11
2026-04-12 20:45:35 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick3/night  2026/11  [pick-3-night]
2026-04-12 20:45:35 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2026/12
2026-04-12 20:45:35 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick3/night  2026/12  [pick-3-night]
2026-04-12 20:45:36 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:45:36 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 348, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:45:36 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 4, 'raw_results': 348, 'observations_written': 348, 'reconcile_stats': {'accepted': 348, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
TX,pick4,2026,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state TX --game pick4 --start 2026-01-01 --end 2026-12-31 --source lottery.net,"Initializing database...

Ingest: state=TX game=pick4 source=lottery.net 2026-01-01..2026-12-31

--- Ingest Summary ---
  Tasks run:            4
  Raw results fetched:  348
  Observations written: 348
  Reconcile — accepted:         348
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:45:41 INFO     sources.lottery_net:   lottery.net: 10 rows  TX/pick4/night  2026/04  [daily-4-night]
2026-04-12 20:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2026/05
2026-04-12 20:45:41 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick4/night  2026/05  [daily-4-night]
2026-04-12 20:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2026/06
2026-04-12 20:45:41 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick4/night  2026/06  [daily-4-night]
2026-04-12 20:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2026/07
2026-04-12 20:45:41 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick4/night  2026/07  [daily-4-night]
2026-04-12 20:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2026/08
2026-04-12 20:45:41 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick4/night  2026/08  [daily-4-night]
2026-04-12 20:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2026/09
2026-04-12 20:45:41 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick4/night  2026/09  [daily-4-night]
2026-04-12 20:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2026/10
2026-04-12 20:45:41 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick4/night  2026/10  [daily-4-night]
2026-04-12 20:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2026/11
2026-04-12 20:45:41 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick4/night  2026/11  [daily-4-night]
2026-04-12 20:45:41 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2026/12
2026-04-12 20:45:41 INFO     sources.lottery_net:   lottery.net: 0 rows  TX/pick4/night  2026/12  [daily-4-night]
2026-04-12 20:45:41 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:45:41 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 348, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:45:42 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 4, 'raw_results': 348, 'observations_written': 348, 'reconcile_stats': {'accepted': 348, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
OR,pick3,2026,skipped,unsupported_state_game_combo,0,preset-skip,,
OR,pick4,2026,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state OR --game pick4 --start 2026-01-01 --end 2026-12-31 --source lottery.net,"Initializing database...

Ingest: state=OR game=pick4 source=lottery.net 2026-01-01..2026-12-31

--- Ingest Summary ---
  Tasks run:            4
  Raw results fetched:  405
  Observations written: 405
  Reconcile — accepted:         405
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:45:48 INFO     sources.lottery_net:   lottery.net: 11 rows  OR/pick4/night  2026/04  [pick-4-10pm]
2026-04-12 20:45:48 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2026/05
2026-04-12 20:45:48 INFO     sources.lottery_net:   lottery.net: 0 rows  OR/pick4/night  2026/05  [pick-4-10pm]
2026-04-12 20:45:48 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2026/06
2026-04-12 20:45:48 INFO     sources.lottery_net:   lottery.net: 0 rows  OR/pick4/night  2026/06  [pick-4-10pm]
2026-04-12 20:45:48 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2026/07
2026-04-12 20:45:48 INFO     sources.lottery_net:   lottery.net: 0 rows  OR/pick4/night  2026/07  [pick-4-10pm]
2026-04-12 20:45:48 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2026/08
2026-04-12 20:45:48 INFO     sources.lottery_net:   lottery.net: 0 rows  OR/pick4/night  2026/08  [pick-4-10pm]
2026-04-12 20:45:48 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2026/09
2026-04-12 20:45:48 INFO     sources.lottery_net:   lottery.net: 0 rows  OR/pick4/night  2026/09  [pick-4-10pm]
2026-04-12 20:45:48 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2026/10
2026-04-12 20:45:48 INFO     sources.lottery_net:   lottery.net: 0 rows  OR/pick4/night  2026/10  [pick-4-10pm]
2026-04-12 20:45:48 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2026/11
2026-04-12 20:45:48 INFO     sources.lottery_net:   lottery.net: 0 rows  OR/pick4/night  2026/11  [pick-4-10pm]
2026-04-12 20:45:48 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2026/12
2026-04-12 20:45:48 INFO     sources.lottery_net:   lottery.net: 0 rows  OR/pick4/night  2026/12  [pick-4-10pm]
2026-04-12 20:45:49 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:45:49 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 405, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:45:49 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 4, 'raw_results': 405, 'observations_written': 405, 'reconcile_stats': {'accepted': 405, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
DC,pick3,2026,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state DC --game pick3 --start 2026-01-01 --end 2026-12-31 --source lottery.net,"Initializing database...

Ingest: state=DC game=pick3 source=lottery.net 2026-01-01..2026-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  304
  Observations written: 304
  Reconcile — accepted:         304
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:45:55 INFO     sources.lottery_net:   lottery.net: 11 rows  DC/pick3/night  2026/04  [dc-3-night]
2026-04-12 20:45:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2026/05
2026-04-12 20:45:55 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2026/05  [dc-3-night]
2026-04-12 20:45:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2026/06
2026-04-12 20:45:55 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2026/06  [dc-3-night]
2026-04-12 20:45:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2026/07
2026-04-12 20:45:55 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2026/07  [dc-3-night]
2026-04-12 20:45:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2026/08
2026-04-12 20:45:55 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2026/08  [dc-3-night]
2026-04-12 20:45:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2026/09
2026-04-12 20:45:55 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2026/09  [dc-3-night]
2026-04-12 20:45:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2026/10
2026-04-12 20:45:55 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2026/10  [dc-3-night]
2026-04-12 20:45:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2026/11
2026-04-12 20:45:55 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2026/11  [dc-3-night]
2026-04-12 20:45:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2026/12
2026-04-12 20:45:55 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick3/night  2026/12  [dc-3-night]
2026-04-12 20:45:55 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:45:55 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 304, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:45:55 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 304, 'observations_written': 304, 'reconcile_stats': {'accepted': 304, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
DC,pick4,2026,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state DC --game pick4 --start 2026-01-01 --end 2026-12-31 --source lottery.net,"Initializing database...

Ingest: state=DC game=pick4 source=lottery.net 2026-01-01..2026-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  304
  Observations written: 304
  Reconcile — accepted:         304
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:45:59 INFO     sources.lottery_net:   lottery.net: 11 rows  DC/pick4/night  2026/04  [dc-4-night]
2026-04-12 20:45:59 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2026/05
2026-04-12 20:45:59 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2026/05  [dc-4-night]
2026-04-12 20:45:59 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2026/06
2026-04-12 20:45:59 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2026/06  [dc-4-night]
2026-04-12 20:45:59 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2026/07
2026-04-12 20:45:59 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2026/07  [dc-4-night]
2026-04-12 20:45:59 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2026/08
2026-04-12 20:45:59 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2026/08  [dc-4-night]
2026-04-12 20:45:59 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2026/09
2026-04-12 20:45:59 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2026/09  [dc-4-night]
2026-04-12 20:45:59 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2026/10
2026-04-12 20:45:59 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2026/10  [dc-4-night]
2026-04-12 20:45:59 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2026/11
2026-04-12 20:45:59 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2026/11  [dc-4-night]
2026-04-12 20:45:59 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2026/12
2026-04-12 20:45:59 INFO     sources.lottery_net:   lottery.net: 0 rows  DC/pick4/night  2026/12  [dc-4-night]
2026-04-12 20:45:59 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:46:00 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 304, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:46:00 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 304, 'observations_written': 304, 'reconcile_stats': {'accepted': 304, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
FL,pick3,2026,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state FL --game pick3 --start 2026-01-01 --end 2026-12-31 --source lottery.net,"Initializing database...

Ingest: state=FL game=pick3 source=lottery.net 2026-01-01..2026-12-31

--- Ingest Summary ---
  Tasks run:            2
  Raw results fetched:  203
  Observations written: 203
  Reconcile — accepted:         203
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:46:02 INFO     sources.lottery_net:   lottery.net: 12 rows  FL/pick3/midday  2026/04  [pick-3-midday]
2026-04-12 20:46:02 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2026/05
2026-04-12 20:46:02 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick3/midday  2026/05  [pick-3-midday]
2026-04-12 20:46:02 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2026/06
2026-04-12 20:46:02 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick3/midday  2026/06  [pick-3-midday]
2026-04-12 20:46:02 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2026/07
2026-04-12 20:46:02 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick3/midday  2026/07  [pick-3-midday]
2026-04-12 20:46:02 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2026/08
2026-04-12 20:46:02 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick3/midday  2026/08  [pick-3-midday]
2026-04-12 20:46:02 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2026/09
2026-04-12 20:46:02 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick3/midday  2026/09  [pick-3-midday]
2026-04-12 20:46:02 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2026/10
2026-04-12 20:46:02 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick3/midday  2026/10  [pick-3-midday]
2026-04-12 20:46:02 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2026/11
2026-04-12 20:46:02 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick3/midday  2026/11  [pick-3-midday]
2026-04-12 20:46:02 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2026/12
2026-04-12 20:46:02 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick3/midday  2026/12  [pick-3-midday]
2026-04-12 20:46:02 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:46:02 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 203, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:46:03 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 2, 'raw_results': 203, 'observations_written': 203, 'reconcile_stats': {'accepted': 203, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
FL,pick4,2026,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state FL --game pick4 --start 2026-01-01 --end 2026-12-31 --source lottery.net,"Initializing database...

Ingest: state=FL game=pick4 source=lottery.net 2026-01-01..2026-12-31

--- Ingest Summary ---
  Tasks run:            2
  Raw results fetched:  203
  Observations written: 203
  Reconcile — accepted:         203
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:46:05 INFO     sources.lottery_net:   lottery.net: 12 rows  FL/pick4/midday  2026/04  [pick-4-midday]
2026-04-12 20:46:05 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2026/05
2026-04-12 20:46:05 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick4/midday  2026/05  [pick-4-midday]
2026-04-12 20:46:05 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2026/06
2026-04-12 20:46:05 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick4/midday  2026/06  [pick-4-midday]
2026-04-12 20:46:05 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2026/07
2026-04-12 20:46:05 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick4/midday  2026/07  [pick-4-midday]
2026-04-12 20:46:05 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2026/08
2026-04-12 20:46:05 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick4/midday  2026/08  [pick-4-midday]
2026-04-12 20:46:05 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2026/09
2026-04-12 20:46:05 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick4/midday  2026/09  [pick-4-midday]
2026-04-12 20:46:05 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2026/10
2026-04-12 20:46:05 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick4/midday  2026/10  [pick-4-midday]
2026-04-12 20:46:05 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2026/11
2026-04-12 20:46:05 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick4/midday  2026/11  [pick-4-midday]
2026-04-12 20:46:05 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2026/12
2026-04-12 20:46:05 INFO     sources.lottery_net:   lottery.net: 0 rows  FL/pick4/midday  2026/12  [pick-4-midday]
2026-04-12 20:46:05 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:46:05 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 203, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:46:06 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 2, 'raw_results': 203, 'observations_written': 203, 'reconcile_stats': {'accepted': 203, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
