state,game,year,status,reason,returncode,command,stdout_tail,stderr_tail
GA,pick3,2025,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state GA --game pick3 --start 2025-01-01 --end 2025-12-31 --source lottery.net,"Initializing database...

Ingest: state=GA game=pick3 source=lottery.net 2025-01-01..2025-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  1095
  Observations written: 1095
  Reconcile — accepted:         1095
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:40:49 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick3/night  2025/04  [cash-3-night]
2026-04-12 20:40:49 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2025/05
2026-04-12 20:40:49 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick3/night  2025/05  [cash-3-night]
2026-04-12 20:40:49 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2025/06
2026-04-12 20:40:49 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick3/night  2025/06  [cash-3-night]
2026-04-12 20:40:49 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2025/07
2026-04-12 20:40:49 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick3/night  2025/07  [cash-3-night]
2026-04-12 20:40:49 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2025/08
2026-04-12 20:40:49 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick3/night  2025/08  [cash-3-night]
2026-04-12 20:40:49 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2025/09
2026-04-12 20:40:49 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick3/night  2025/09  [cash-3-night]
2026-04-12 20:40:49 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2025/10
2026-04-12 20:40:49 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick3/night  2025/10  [cash-3-night]
2026-04-12 20:40:49 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2025/11
2026-04-12 20:40:49 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick3/night  2025/11  [cash-3-night]
2026-04-12 20:40:49 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick3 | 2025/12
2026-04-12 20:40:49 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick3/night  2025/12  [cash-3-night]
2026-04-12 20:40:49 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:40:50 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 1095, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:40:50 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 1095, 'observations_written': 1095, 'reconcile_stats': {'accepted': 1095, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
GA,pick4,2025,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state GA --game pick4 --start 2025-01-01 --end 2025-12-31 --source lottery.net,"Initializing database...

Ingest: state=GA game=pick4 source=lottery.net 2025-01-01..2025-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  1095
  Observations written: 1095
  Reconcile — accepted:         1095
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:40:55 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick4/night  2025/04  [cash-4-night]
2026-04-12 20:40:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2025/05
2026-04-12 20:40:55 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick4/night  2025/05  [cash-4-night]
2026-04-12 20:40:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2025/06
2026-04-12 20:40:55 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick4/night  2025/06  [cash-4-night]
2026-04-12 20:40:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2025/07
2026-04-12 20:40:55 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick4/night  2025/07  [cash-4-night]
2026-04-12 20:40:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2025/08
2026-04-12 20:40:55 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick4/night  2025/08  [cash-4-night]
2026-04-12 20:40:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2025/09
2026-04-12 20:40:55 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick4/night  2025/09  [cash-4-night]
2026-04-12 20:40:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2025/10
2026-04-12 20:40:55 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick4/night  2025/10  [cash-4-night]
2026-04-12 20:40:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2025/11
2026-04-12 20:40:55 INFO     sources.lottery_net:   lottery.net: 30 rows  GA/pick4/night  2025/11  [cash-4-night]
2026-04-12 20:40:55 INFO     sources.base: Fetching SourceName.LOTTERY_NET | GA | pick4 | 2025/12
2026-04-12 20:40:55 INFO     sources.lottery_net:   lottery.net: 31 rows  GA/pick4/night  2025/12  [cash-4-night]
2026-04-12 20:40:55 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:40:55 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 1095, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:40:56 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 1095, 'observations_written': 1095, 'reconcile_stats': {'accepted': 1095, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
TX,pick3,2025,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state TX --game pick3 --start 2025-01-01 --end 2025-12-31 --source lottery.net,"Initializing database...

Ingest: state=TX game=pick3 source=lottery.net 2025-01-01..2025-12-31

--- Ingest Summary ---
  Tasks run:            4
  Raw results fetched:  1252
  Observations written: 1252
  Reconcile — accepted:         1252
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:41:01 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick3/night  2025/04  [pick-3-night]
2026-04-12 20:41:01 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2025/05
2026-04-12 20:41:01 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick3/night  2025/05  [pick-3-night]
2026-04-12 20:41:01 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2025/06
2026-04-12 20:41:01 INFO     sources.lottery_net:   lottery.net: 25 rows  TX/pick3/night  2025/06  [pick-3-night]
2026-04-12 20:41:01 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2025/07
2026-04-12 20:41:01 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick3/night  2025/07  [pick-3-night]
2026-04-12 20:41:01 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2025/08
2026-04-12 20:41:01 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick3/night  2025/08  [pick-3-night]
2026-04-12 20:41:01 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2025/09
2026-04-12 20:41:01 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick3/night  2025/09  [pick-3-night]
2026-04-12 20:41:01 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2025/10
2026-04-12 20:41:01 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick3/night  2025/10  [pick-3-night]
2026-04-12 20:41:01 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2025/11
2026-04-12 20:41:01 INFO     sources.lottery_net:   lottery.net: 25 rows  TX/pick3/night  2025/11  [pick-3-night]
2026-04-12 20:41:01 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick3 | 2025/12
2026-04-12 20:41:01 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick3/night  2025/12  [pick-3-night]
2026-04-12 20:41:01 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:41:02 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 1252, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:41:02 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 4, 'raw_results': 1252, 'observations_written': 1252, 'reconcile_stats': {'accepted': 1252, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
TX,pick4,2025,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state TX --game pick4 --start 2025-01-01 --end 2025-12-31 --source lottery.net,"Initializing database...

Ingest: state=TX game=pick4 source=lottery.net 2025-01-01..2025-12-31

--- Ingest Summary ---
  Tasks run:            4
  Raw results fetched:  1252
  Observations written: 1252
  Reconcile — accepted:         1252
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:41:08 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick4/night  2025/04  [daily-4-night]
2026-04-12 20:41:08 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2025/05
2026-04-12 20:41:08 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick4/night  2025/05  [daily-4-night]
2026-04-12 20:41:08 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2025/06
2026-04-12 20:41:08 INFO     sources.lottery_net:   lottery.net: 25 rows  TX/pick4/night  2025/06  [daily-4-night]
2026-04-12 20:41:08 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2025/07
2026-04-12 20:41:08 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick4/night  2025/07  [daily-4-night]
2026-04-12 20:41:08 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2025/08
2026-04-12 20:41:08 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick4/night  2025/08  [daily-4-night]
2026-04-12 20:41:08 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2025/09
2026-04-12 20:41:08 INFO     sources.lottery_net:   lottery.net: 26 rows  TX/pick4/night  2025/09  [daily-4-night]
2026-04-12 20:41:08 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2025/10
2026-04-12 20:41:08 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick4/night  2025/10  [daily-4-night]
2026-04-12 20:41:08 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2025/11
2026-04-12 20:41:08 INFO     sources.lottery_net:   lottery.net: 25 rows  TX/pick4/night  2025/11  [daily-4-night]
2026-04-12 20:41:08 INFO     sources.base: Fetching SourceName.LOTTERY_NET | TX | pick4 | 2025/12
2026-04-12 20:41:08 INFO     sources.lottery_net:   lottery.net: 27 rows  TX/pick4/night  2025/12  [daily-4-night]
2026-04-12 20:41:08 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:41:09 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 1252, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:41:09 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 4, 'raw_results': 1252, 'observations_written': 1252, 'reconcile_stats': {'accepted': 1252, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
OR,pick3,2025,skipped,unsupported_state_game_combo,0,preset-skip,,
OR,pick4,2025,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state OR --game pick4 --start 2025-01-01 --end 2025-12-31 --source lottery.net,"Initializing database...

Ingest: state=OR game=pick4 source=lottery.net 2025-01-01..2025-12-31

--- Ingest Summary ---
  Tasks run:            4
  Raw results fetched:  1460
  Observations written: 1460
  Reconcile — accepted:         1460
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:41:16 INFO     sources.lottery_net:   lottery.net: 30 rows  OR/pick4/night  2025/04  [pick-4-10pm]
2026-04-12 20:41:16 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2025/05
2026-04-12 20:41:16 INFO     sources.lottery_net:   lottery.net: 31 rows  OR/pick4/night  2025/05  [pick-4-10pm]
2026-04-12 20:41:16 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2025/06
2026-04-12 20:41:16 INFO     sources.lottery_net:   lottery.net: 30 rows  OR/pick4/night  2025/06  [pick-4-10pm]
2026-04-12 20:41:16 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2025/07
2026-04-12 20:41:16 INFO     sources.lottery_net:   lottery.net: 31 rows  OR/pick4/night  2025/07  [pick-4-10pm]
2026-04-12 20:41:16 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2025/08
2026-04-12 20:41:16 INFO     sources.lottery_net:   lottery.net: 31 rows  OR/pick4/night  2025/08  [pick-4-10pm]
2026-04-12 20:41:16 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2025/09
2026-04-12 20:41:16 INFO     sources.lottery_net:   lottery.net: 30 rows  OR/pick4/night  2025/09  [pick-4-10pm]
2026-04-12 20:41:16 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2025/10
2026-04-12 20:41:16 INFO     sources.lottery_net:   lottery.net: 31 rows  OR/pick4/night  2025/10  [pick-4-10pm]
2026-04-12 20:41:16 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2025/11
2026-04-12 20:41:16 INFO     sources.lottery_net:   lottery.net: 30 rows  OR/pick4/night  2025/11  [pick-4-10pm]
2026-04-12 20:41:16 INFO     sources.base: Fetching SourceName.LOTTERY_NET | OR | pick4 | 2025/12
2026-04-12 20:41:16 INFO     sources.lottery_net:   lottery.net: 31 rows  OR/pick4/night  2025/12  [pick-4-10pm]
2026-04-12 20:41:16 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:41:17 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 1460, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:41:17 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 4, 'raw_results': 1460, 'observations_written': 1460, 'reconcile_stats': {'accepted': 1460, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
DC,pick3,2025,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state DC --game pick3 --start 2025-01-01 --end 2025-12-31 --source lottery.net,"Initializing database...

Ingest: state=DC game=pick3 source=lottery.net 2025-01-01..2025-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  1095
  Observations written: 1095
  Reconcile — accepted:         1095
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:41:21 INFO     sources.lottery_net:   lottery.net: 30 rows  DC/pick3/night  2025/04  [dc-3-night]
2026-04-12 20:41:21 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2025/05
2026-04-12 20:41:21 INFO     sources.lottery_net:   lottery.net: 31 rows  DC/pick3/night  2025/05  [dc-3-night]
2026-04-12 20:41:21 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2025/06
2026-04-12 20:41:21 INFO     sources.lottery_net:   lottery.net: 30 rows  DC/pick3/night  2025/06  [dc-3-night]
2026-04-12 20:41:21 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2025/07
2026-04-12 20:41:21 INFO     sources.lottery_net:   lottery.net: 31 rows  DC/pick3/night  2025/07  [dc-3-night]
2026-04-12 20:41:21 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2025/08
2026-04-12 20:41:21 INFO     sources.lottery_net:   lottery.net: 31 rows  DC/pick3/night  2025/08  [dc-3-night]
2026-04-12 20:41:21 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2025/09
2026-04-12 20:41:21 INFO     sources.lottery_net:   lottery.net: 30 rows  DC/pick3/night  2025/09  [dc-3-night]
2026-04-12 20:41:21 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2025/10
2026-04-12 20:41:21 INFO     sources.lottery_net:   lottery.net: 31 rows  DC/pick3/night  2025/10  [dc-3-night]
2026-04-12 20:41:21 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2025/11
2026-04-12 20:41:21 INFO     sources.lottery_net:   lottery.net: 30 rows  DC/pick3/night  2025/11  [dc-3-night]
2026-04-12 20:41:21 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick3 | 2025/12
2026-04-12 20:41:21 INFO     sources.lottery_net:   lottery.net: 31 rows  DC/pick3/night  2025/12  [dc-3-night]
2026-04-12 20:41:21 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:41:22 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 1095, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:41:22 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 1095, 'observations_written': 1095, 'reconcile_stats': {'accepted': 1095, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
DC,pick4,2025,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state DC --game pick4 --start 2025-01-01 --end 2025-12-31 --source lottery.net,"Initializing database...

Ingest: state=DC game=pick4 source=lottery.net 2025-01-01..2025-12-31

--- Ingest Summary ---
  Tasks run:            3
  Raw results fetched:  1095
  Observations written: 1095
  Reconcile — accepted:         1095
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:41:27 INFO     sources.lottery_net:   lottery.net: 30 rows  DC/pick4/night  2025/04  [dc-4-night]
2026-04-12 20:41:27 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2025/05
2026-04-12 20:41:27 INFO     sources.lottery_net:   lottery.net: 31 rows  DC/pick4/night  2025/05  [dc-4-night]
2026-04-12 20:41:27 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2025/06
2026-04-12 20:41:27 INFO     sources.lottery_net:   lottery.net: 30 rows  DC/pick4/night  2025/06  [dc-4-night]
2026-04-12 20:41:27 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2025/07
2026-04-12 20:41:27 INFO     sources.lottery_net:   lottery.net: 31 rows  DC/pick4/night  2025/07  [dc-4-night]
2026-04-12 20:41:27 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2025/08
2026-04-12 20:41:27 INFO     sources.lottery_net:   lottery.net: 31 rows  DC/pick4/night  2025/08  [dc-4-night]
2026-04-12 20:41:27 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2025/09
2026-04-12 20:41:27 INFO     sources.lottery_net:   lottery.net: 30 rows  DC/pick4/night  2025/09  [dc-4-night]
2026-04-12 20:41:27 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2025/10
2026-04-12 20:41:27 INFO     sources.lottery_net:   lottery.net: 31 rows  DC/pick4/night  2025/10  [dc-4-night]
2026-04-12 20:41:27 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2025/11
2026-04-12 20:41:27 INFO     sources.lottery_net:   lottery.net: 30 rows  DC/pick4/night  2025/11  [dc-4-night]
2026-04-12 20:41:27 INFO     sources.base: Fetching SourceName.LOTTERY_NET | DC | pick4 | 2025/12
2026-04-12 20:41:27 INFO     sources.lottery_net:   lottery.net: 31 rows  DC/pick4/night  2025/12  [dc-4-night]
2026-04-12 20:41:27 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:41:27 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 1095, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:41:28 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 3, 'raw_results': 1095, 'observations_written': 1095, 'reconcile_stats': {'accepted': 1095, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
FL,pick3,2025,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state FL --game pick3 --start 2025-01-01 --end 2025-12-31 --source lottery.net,"Initializing database...

Ingest: state=FL game=pick3 source=lottery.net 2025-01-01..2025-12-31

--- Ingest Summary ---
  Tasks run:            2
  Raw results fetched:  730
  Observations written: 730
  Reconcile — accepted:         730
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:41:30 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick3/midday  2025/04  [pick-3-midday]
2026-04-12 20:41:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2025/05
2026-04-12 20:41:30 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick3/midday  2025/05  [pick-3-midday]
2026-04-12 20:41:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2025/06
2026-04-12 20:41:30 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick3/midday  2025/06  [pick-3-midday]
2026-04-12 20:41:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2025/07
2026-04-12 20:41:30 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick3/midday  2025/07  [pick-3-midday]
2026-04-12 20:41:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2025/08
2026-04-12 20:41:30 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick3/midday  2025/08  [pick-3-midday]
2026-04-12 20:41:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2025/09
2026-04-12 20:41:30 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick3/midday  2025/09  [pick-3-midday]
2026-04-12 20:41:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2025/10
2026-04-12 20:41:30 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick3/midday  2025/10  [pick-3-midday]
2026-04-12 20:41:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2025/11
2026-04-12 20:41:30 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick3/midday  2025/11  [pick-3-midday]
2026-04-12 20:41:30 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick3 | 2025/12
2026-04-12 20:41:30 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick3/midday  2025/12  [pick-3-midday]
2026-04-12 20:41:31 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:41:31 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 730, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:41:31 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 2, 'raw_results': 730, 'observations_written': 730, 'reconcile_stats': {'accepted': 730, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
FL,pick4,2025,ingested,ingest_success,0,/workspaces/lottery-engine/.venv/bin/python -m cli.ingest --state FL --game pick4 --start 2025-01-01 --end 2025-12-31 --source lottery.net,"Initializing database...

Ingest: state=FL game=pick4 source=lottery.net 2025-01-01..2025-12-31

--- Ingest Summary ---
  Tasks run:            2
  Raw results fetched:  730
  Observations written: 730
  Reconcile — accepted:         730
  Reconcile — duplicate:        0
  Reconcile — conflict (new):   0
  Reconcile — conflict (kept):  0
  Reconcile — errors:           0","2026-04-12 20:41:34 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick4/midday  2025/04  [pick-4-midday]
2026-04-12 20:41:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2025/05
2026-04-12 20:41:34 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick4/midday  2025/05  [pick-4-midday]
2026-04-12 20:41:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2025/06
2026-04-12 20:41:34 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick4/midday  2025/06  [pick-4-midday]
2026-04-12 20:41:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2025/07
2026-04-12 20:41:34 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick4/midday  2025/07  [pick-4-midday]
2026-04-12 20:41:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2025/08
2026-04-12 20:41:34 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick4/midday  2025/08  [pick-4-midday]
2026-04-12 20:41:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2025/09
2026-04-12 20:41:34 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick4/midday  2025/09  [pick-4-midday]
2026-04-12 20:41:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2025/10
2026-04-12 20:41:34 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick4/midday  2025/10  [pick-4-midday]
2026-04-12 20:41:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2025/11
2026-04-12 20:41:34 INFO     sources.lottery_net:   lottery.net: 30 rows  FL/pick4/midday  2025/11  [pick-4-midday]
2026-04-12 20:41:34 INFO     sources.base: Fetching SourceName.LOTTERY_NET | FL | pick4 | 2025/12
2026-04-12 20:41:34 INFO     sources.lottery_net:   lottery.net: 31 rows  FL/pick4/midday  2025/12  [pick-4-midday]
2026-04-12 20:41:34 INFO     orchestrator.runner: Running reconciliation...
2026-04-12 20:41:35 INFO     orchestrator.reconciler: Reconciliation complete: {'accepted': 730, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}
2026-04-12 20:41:36 INFO     orchestrator.runner: Ingest complete: {'tasks_run': 2, 'raw_results': 730, 'observations_written': 730, 'reconcile_stats': {'accepted': 730, 'duplicate': 0, 'conflict_new_wins': 0, 'conflict_existing_wins': 0, 'errors': 0}}"
